Date,Expiry Date,Type,Underlying Price,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega
2025-07-30,2025-08-08,Call,321.00,315.00,13.45,13.40,13.50,13.60,3164,4725,49.04%,0.61,0.0149,-0.52,0.20
2025-07-30,2025-08-08,Call,321.00,317.50,12.05,11.95,12.02,12.10,2220,522,48.64%,0.57,0.0153,-0.53,0.21
2025-07-30,2025-08-08,Call,321.00,320.00,10.70,10.60,10.68,10.75,10900,2639,48.39%,0.53,0.0156,-0.53,0.21
2025-07-30,2025-08-08,Call,321.00,322.50,9.45,9.35,9.40,9.45,7897,789,48.03%,0.49,0.0158,-0.53,0.21
2025-07-30,2025-08-08,Call,321.00,325.00,8.30,8.25,8.30,8.35,12501,2959,48.05%,0.45,0.0156,-0.52,0.21
2025-07-30,2025-08-08,Call,321.00,327.50,7.20,7.20,7.25,7.30,2355,2580,47.84%,0.41,0.0155,-0.51,0.21
2025-07-30,2025-08-08,Call,321.00,330.00,6.25,6.25,6.30,6.35,8782,5416,47.66%,0.38,0.0151,-0.50,0.20
2025-07-30,2025-08-08,Call,321.00,332.50,5.45,5.45,5.50,5.55,3453,1208,47.79%,0.34,0.0146,-0.48,0.19
2025-07-30,2025-08-08,Call,321.00,335.00,4.72,4.70,4.75,4.80,4331,3013,47.74%,0.31,0.0140,-0.46,0.19
2025-07-30,2025-08-08,Call,321.00,337.50,4.10,4.05,4.10,4.15,883,973,47.80%,0.28,0.0132,-0.44,0.18
2025-07-30,2025-08-08,Call,321.00,340.00,3.54,3.50,3.55,3.60,3630,5076,48.02%,0.25,0.0124,-0.41,0.17
2025-07-30,2025-08-08,Call,321.00,342.50,3.05,3.00,3.05,3.10,1803,1345,48.15%,0.22,0.0116,-0.39,0.16
2025-07-30,2025-08-08,Call,321.00,345.00,2.63,2.61,2.63,2.64,2871,2859,48.37%,0.19,0.0108,-0.36,0.14
2025-07-30,2025-08-08,Call,321.00,347.50,2.25,2.25,2.26,2.27,1523,1145,48.65%,0.17,0.0099,-0.34,0.13
2025-07-30,2025-08-08,Call,321.00,350.00,1.95,1.93,1.94,1.95,5381,5230,48.92%,0.15,0.0091,-0.31,0.12
2025-07-30,2025-08-08,Call,321.00,352.50,1.68,1.66,1.67,1.69,618,1083,49.29%,0.13,0.0083,-0.29,0.11
2025-07-30,2025-08-08,Call,321.00,355.00,1.45,1.44,1.45,1.46,1243,1345,49.72%,0.12,0.0075,-0.27,0.10
2025-07-30,2025-08-08,Call,321.00,357.50,1.25,1.24,1.26,1.27,420,430,50.15%,0.10,0.0068,-0.24,0.09
2025-07-30,2025-08-08,Call,321.00,360.00,1.09,1.08,1.09,1.10,1768,2951,50.63%,0.09,0.0061,-0.22,0.09
2025-07-30,2025-08-08,Call,321.00,362.50,0.95,0.94,0.95,0.96,250,512,51.15%,0.08,0.0055,-0.21,0.08
2025-07-30,2025-08-08,Call,321.00,365.00,0.83,0.82,0.83,0.84,1208,1236,51.69%,0.07,0.0050,-0.19,0.07
2025-07-30,2025-08-08,Call,321.00,367.50,0.73,0.72,0.73,0.74,361,233,52.30%,0.06,0.0045,-0.18,0.07
2025-07-30,2025-08-08,Call,321.00,370.00,0.65,0.63,0.64,0.65,1119,2225,52.85%,0.06,0.0040,-0.16,0.06
