Date,Expiry Date,Type,Underlying Price,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega
2025-08-06,2025-08-08,PUT,308.72,250.0,0.06,0.05,0.06,0.06,2240,7597,54.90%,-0.01,0.0007,-0.08,0.0
2025-08-06,2025-08-08,PUT,308.72,252.5,0.06,0.05,0.06,0.07,639,484,91.74%,-0.01,0.0009,-0.09,0.01
2025-08-06,2025-08-08,PUT,308.72,255.0,0.08,0.06,0.07,0.07,482,1688,88.43%,-0.01,0.0009,-0.09,0.01
2025-08-06,2025-08-08,PUT,308.72,257.5,0.09,0.06,0.07,0.08,817,797,85.15%,-0.01,0.001,-0.1,0.01
2025-08-06,2025-08-08,PUT,308.72,260.0,0.07,0.08,0.08,0.09,1329,3499,83.68%,-0.01,0.0013,-0.11,0.01
2025-08-06,2025-08-08,PUT,308.72,262.5,0.08,0.08,0.09,0.1,343,3351,78.46%,-0.01,0.0014,-0.12,0.01
2025-08-06,2025-08-08,PUT,308.72,265.0,0.09,0.09,0.1,0.11,952,2740,76.37%,-0.01,0.0017,-0.12,0.01
2025-08-06,2025-08-08,PUT,308.72,267.5,0.12,0.1,0.11,0.12,539,1940,73.12%,-0.02,0.0019,-0.13,0.01
2025-08-06,2025-08-08,PUT,308.72,270.0,0.13,0.12,0.13,0.14,2304,5539,70.57%,-0.02,0.0023,-0.15,0.01
2025-08-06,2025-08-08,PUT,308.72,272.5,0.14,0.14,0.15,0.15,999,1799,67.95%,-0.02,0.0026,-0.16,0.01
2025-08-06,2025-08-08,PUT,308.72,275.0,0.17,0.16,0.17,0.18,1446,5088,64.59%,-0.03,0.0033,-0.18,0.02
2025-08-06,2025-08-08,PUT,308.72,277.5,0.19,0.19,0.2,0.2,1324,2439,61.53%,-0.03,0.004,-0.2,0.02
2025-08-06,2025-08-08,PUT,308.72,280.0,0.23,0.23,0.24,0.25,4387,7275,59.15%,-0.04,0.005,-0.22,0.02
2025-08-06,2025-08-08,PUT,308.72,282.5,0.3,0.29,0.3,0.3,2304,1888,56.67%,-0.05,0.0062,-0.26,0.03
2025-08-06,2025-08-08,PUT,308.72,285.0,0.36,0.36,0.38,0.39,6994,7244,54.60%,-0.06,0.0078,-0.3,0.03
2025-08-06,2025-08-08,PUT,308.72,287.5,0.47,0.48,0.49,0.5,4744,4301,52.61%,-0.07,0.0099,-0.35,0.04
2025-08-06,2025-08-08,PUT,308.72,290.0,0.64,0.64,0.66,0.67,22036,10462,51.00%,-0.1,0.0125,-0.42,0.05
2025-08-06,2025-08-08,PUT,308.72,292.5,0.86,0.85,0.87,0.89,2364,3584,49.32%,-0.13,0.0156,-0.48,0.06
