Date,Expiry Date,Type,Underlying Price,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega
2025-07-30,2025-08-15,Call,321.00,315.00,16.50,16.45,16.65,16.85,1886,7225,48.82%,0.60,0.0115,-0.41,0.27
2025-07-30,2025-08-15,Call,321.00,317.50,15.05,15.05,15.13,15.20,504,527,48.15%,0.57,0.0119,-0.41,0.27
2025-07-30,2025-08-15,Call,321.00,320.00,13.75,13.70,13.88,14.05,5554,8995,48.24%,0.54,0.0120,-0.41,0.27
2025-07-30,2025-08-15,Call,321.00,322.50,12.56,12.50,12.58,12.65,2297,897,47.86%,0.51,0.0121,-0.41,0.27
2025-07-30,2025-08-15,Call,321.00,325.00,11.35,11.35,11.43,11.50,3772,5740,47.76%,0.48,0.0121,-0.40,0.27
2025-07-30,2025-08-15,Call,321.00,327.50,10.30,10.30,10.38,10.45,931,802,47.76%,0.45,0.0120,-0.40,0.27
2025-07-30,2025-08-15,Call,321.00,330.00,9.34,9.30,9.38,9.45,7494,13086,47.67%,0.42,0.0119,-0.39,0.27
2025-07-30,2025-08-15,Call,321.00,332.50,8.65,8.40,8.55,8.70,541,835,47.98%,0.39,0.0116,-0.39,0.26
2025-07-30,2025-08-15,Call,321.00,335.00,7.65,7.55,7.63,7.70,1898,4711,47.65%,0.36,0.0114,-0.38,0.26
2025-07-30,2025-08-15,Call,321.00,337.50,6.85,6.80,6.85,6.90,397,536,47.65%,0.33,0.0111,-0.37,0.25
2025-07-30,2025-08-15,Call,321.00,340.00,6.15,6.10,6.15,6.20,2828,15080,47.70%,0.31,0.0107,-0.35,0.24
2025-07-30,2025-08-15,Call,321.00,342.50,5.50,5.45,5.53,5.60,237,173,47.81%,0.28,0.0103,-0.34,0.23
2025-07-30,2025-08-15,Call,321.00,345.00,4.95,4.90,4.95,5.00,1370,9397,47.90%,0.26,0.0098,-0.33,0.22
2025-07-30,2025-08-15,Call,321.00,347.50,5.00,4.40,4.45,4.50,233,289,48.11%,0.24,0.0094,-0.31,0.21
2025-07-30,2025-08-15,Call,321.00,350.00,3.98,3.95,3.98,4.00,6927,30709,48.21%,0.22,0.0089,-0.30,0.20
2025-07-30,2025-08-15,Call,321.00,352.50,3.55,3.50,3.55,3.60,265,629,48.35%,0.20,0.0084,-0.28,0.19
2025-07-30,2025-08-15,Call,321.00,355.00,3.15,3.15,3.20,3.25,1921,5151,48.67%,0.18,0.0079,-0.27,0.18
2025-07-30,2025-08-15,Call,321.00,357.50,2.98,2.83,2.97,3.10,228,157,49.47%,0.17,0.0074,-0.26,0.17
2025-07-30,2025-08-15,Call,321.00,360.00,2.58,2.54,2.61,2.68,2516,12191,49.40%,0.15,0.0070,-0.24,0.16
2025-07-30,2025-08-15,Call,321.00,362.50,2.36,2.28,2.38,2.48,810,335,49.91%,0.14,0.0065,-0.23,0.15
2025-07-30,2025-08-15,Call,321.00,365.00,2.08,2.05,2.12,2.18,869,3709,50.02%,0.13,0.0061,-0.22,0.14
2025-07-30,2025-08-15,Call,321.00,367.50,2.14,1.83,1.93,2.03,390,138,50.53%,0.12,0.0057,-0.21,0.14
2025-07-30,2025-08-15,Call,321.00,370.00,1.70,1.66,1.68,1.70,4080,16215,50.38%,0.11,0.0053,-0.19,0.13
